ticker,base_symbol,name,coingecko_id,market_cap_rank,market_cap,fdv,volume_24h,price_change_24h,categories,last_updated
PUMPUSDT,pump,Pump.fun,pump-fun,70,2003818390,5660444061,705698101,-7.59179,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Automated Market Maker (AMM);Solana Ecosystem;Launchpad;Meme,2025-09-23 05:59:38
PUNDIXUSDT,pundix,Pundi X,pundi-x-2,610,77930214,77930214,6874717,-2.06909,Decentralized Finance (DeFi);Wallets;Ethereum Ecosystem;Pundi AIFX Omnilayer Ecosystem,2025-09-23 05:59:49
PYRUSDT,pyr,Vulcan Forged,vulcan-forged,1240,23062628,48252820,6896237,-5.73568,Gaming (GameFi);NFT;Metaverse;Polygon Ecosystem;Ethereum Ecosystem;DWF Labs Portfolio;Gaming Blockchains;Gaming Platform;Action Games;MMO,2025-09-23 06:01:20
PYTHUSDT,pyth,Pyth Network,pyth-network,131,844597340,1468869175,70368570,-5.386,Business Services;Infrastructure;Decentralized Finance (DeFi);Oracle;Solana Ecosystem;Neon Ecosystem;Manta Network Ecosystem;Multicoin Capital Portfolio;GMCI DeFi Index;Delphi Ventures Portfolio;GMCI Index,2025-09-23 06:01:30
QIUSDT,qi,BENQI,benqi,679,65568989,65568989,8840333,6.37518,Decentralized Finance (DeFi);Yield Farming;Binance Launchpool;Lending/Borrowing Protocols;Avalanche Ecosystem;Liquid Staking Governance Tokens;DragonFly Capital Portfolio;Liquid Staking,2025-09-23 06:01:57
QKCUSDT,qkc,QuarkChain,quark-chain,863,44491155,62109392,848705,-3.39395,Infrastructure;Ethereum Ecosystem;Energi Ecosystem,2025-09-23 06:03:28
QNTUSDT,qnt,Quant,quant-network,102,1337973138,1344257860,34719744,-4.16184,Ethereum Ecosystem;Real World Assets (RWA);Energi Ecosystem;Coinbase 50 Index,2025-09-23 06:03:38
QTUMUSDT,qtum,Qtum,qtum,303,229697869,234043536,17466083,0.12248,Smart Contract Platform;Proof of Stake (PoS);Made in China,2025-09-23 06:03:49
QUICKUSDT,quick,Quickswap [OLD],quick,1462,16207731,22017421,14983.64,-3.04184,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Polygon Ecosystem;Ethereum Ecosystem,2025-09-23 06:05:36
RADUSDT,rad,Radworks,radicle,1071,30768004,61746169,5977543,-4.19524,Infrastructure;Ethereum Ecosystem;DePIN;Galaxy Digital Portfolio,2025-09-23 06:05:47
RAREUSDT,rare,SuperRare,superrare,888,41939149,51178564,9915439,-2.24333,NFT;Ethereum Ecosystem,2025-09-23 06:07:13
RAYUSDT,ray,Raydium,raydium,144,735760519,1522960952,76247789,-0.00366,Decentralized Exchange (DEX);Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);Solana Ecosystem;Launchpad;GMCI DeFi Index;GMCI Index,2025-09-23 06:08:44
RDNTUSDT,rdnt,Radiant Capital,radiant-capital,1190,25002901,29026474,5351202,-0.40928,BNB Chain Ecosystem;Binance Launchpool;Lending/Borrowing Protocols;Arbitrum Ecosystem;Ethereum Ecosystem;Base Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 06:08:55
REDUSDT,red,RedStone,redstone-oracles,411,142402080,508578856,21616610,-5.62365,Infrastructure;Oracle;Ethereum Ecosystem,2025-09-23 06:09:22
REIUSDT,rei,Rei,unit-00-rei,692,63704294,63704294,1068307,-6.1573,Artificial Intelligence (AI);Base Ecosystem;AI Applications;AI Agent Launchpad;AI Framework,2025-09-23 06:11:07
RENDERUSDT,render,Render,render-token,81,1871357960,1924621337,99041414,-1.47941,Artificial Intelligence (AI);NFT;Metaverse;Solana Ecosystem;Ethereum Ecosystem;DePIN;Multicoin Capital Portfolio;Alameda Research Portfolio;GMCI DePIN Index;GMCI 30 Index;GMCI Index;Made in USA;Coinbase 50 Index,2025-09-23 06:11:18
REQUSDT,req,Request,request-network,541,93478292,125520640,3222784,3.23963,Business Services;Polygon Ecosystem;Ethereum Ecosystem,2025-09-23 06:11:29
RESOLVUSDT,resolv,Resolv,resolv,944,37673257,119678098,25900434,-9.2267,Decentralized Finance (DeFi);BNB Chain Ecosystem;Ethereum Ecosystem;Coinbase Ventures Portfolio;Stablecoin Issuer;Delphi Ventures Portfolio,2025-09-23 06:13:00
REZUSDT,rez,Renzo,renzo,1098,29523905,112190975,17261972,-1.85371,Decentralized Finance (DeFi);Binance Launchpool;Ethereum Ecosystem;Base Ecosystem;Restaking;YZi Labs (Prev. Binance Labs) Portfolio;OKX Ventures Portfolio,2025-09-23 06:13:11
RIFUSDT,rif,Rootstock Infrastructure Framework,rif-token,724,58998839,58998839,1519712,1.07365,Solana Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Base Ecosystem;Rootstock Ecosystem;Outlier Ventures Portfolio,2025-09-23 06:13:21
RLCUSDT,rlc,iExec RLC,iexec-rlc,617,77004491,92555102,6294348,-1.11693,Artificial Intelligence (AI);Oracle;Arbitrum Ecosystem;Ethereum Ecosystem;DePIN;AI Agents;Energi Ecosystem;Sora Ecosystem;GMCI DePIN Index;GMCI Index,2025-09-23 06:14:52
ROSEUSDT,rose,Oasis,oasis-network,337,196254501,264817986,9959853,-1.40253,Smart Contract Platform;BNB Chain Ecosystem;Layer 1 (L1);Proof of Stake (PoS);Pantera Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Blockchain Capital Portfolio;Privacy Blockchain;Polychain Capital Portfolio;Coinbase 50 Index,2025-09-23 06:15:34
RPLUSDT,rpl,Rocket Pool,rocket-pool,466,115826335,115826335,7552339,-0.58224,Business Services;Infrastructure;Smart Contract Platform;Decentralized Finance (DeFi);Polygon Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Liquid Staking Governance Tokens;Coinbase Ventures Portfolio;Proof of Stake (PoS);Index Coop Defi Index;Consensys Portfolio;Liquid Staking;Governance,2025-09-23 06:17:05
RSRUSDT,rsr,Reserve Rights,reserve-rights-token,234,368080742,613580377,42073205,-5.35531,Decentralized Finance (DeFi);Arbitrum Ecosystem;Ethereum Ecosystem;Real World Assets (RWA);Base Ecosystem;Coinbase Ventures Portfolio;Energi Ecosystem;Made in USA,2025-09-23 06:17:16
RUNEUSDT,rune,THORChain,thorchain,211,414961680,502469475,53078066,0.40067,Decentralized Exchange (DEX);Infrastructure;Smart Contract Platform;Exchange-based Tokens;Decentralized Finance (DeFi);Bridge Governance Tokens;Multicoin Capital Portfolio;Proof of Stake (PoS);Delphi Ventures Portfolio,2025-09-23 06:17:27
RVNUSDT,rvn,Ravencoin,ravencoin,348,185493136,185501986,11729433,-1.09428,Smart Contract Platform;Real World Assets (RWA);Proof of Work (PoW);Made in USA,2025-09-23 06:18:58
SAGAUSDT,saga,Saga,saga-2,694,63523270,232065710,17308282,-3.22758,Artificial Intelligence (AI);Infrastructure;Smart Contract Platform;Binance Launchpool;Layer 1 (L1);Modular Blockchain;Appchains;Saga Ecosystem,2025-09-23 06:19:19
SAHARAUSDT,sahara,Sahara AI,sahara-ai,362,174146570,788513853,20638869,-3.17982,Artificial Intelligence (AI);BNB Chain Ecosystem;Ethereum Ecosystem;Governance,2025-09-23 06:19:30
SANDUSDT,sand,The Sandbox,the-sandbox,158,663874213,814284129,66635327,0.29153,Gaming (GameFi);NFT;Metaverse;Polygon Ecosystem;Play To Earn;Harmony Ecosystem;Ethereum Ecosystem;Animoca Brands Portfolio;Alleged SEC Securities;Binance Launchpad;Gaming Utility Token;Simulation Games;Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Coinbase 50 Index,2025-09-23 06:21:10
SANTOSUSDT,santos,Santos FC Fan Token,santos-fc-fan-token,1221,23857820,53433550,7772718,0.75596,Sports;BNB Chain Ecosystem;Binance Launchpool;Fan Token,2025-09-23 06:21:21
SCRTUSDT,scrt,Secret,secret,800,49864059,52199132,2171444,-0.9594,Artificial Intelligence (AI);Smart Contract Platform;Cosmos Ecosystem;Layer 1 (L1);Osmosis Ecosystem;Alameda Research Portfolio;DragonFly Capital Portfolio;DeFiance Capital Portfolio;Privacy Blockchain;Outlier Ventures Portfolio,2025-09-23 06:21:32
SCRUSDT,scr,Scroll,scroll,778,52675300,277238420,12538713,-4.16127,Smart Contract Platform;Binance Launchpool;Layer 2 (L2);Scroll Ecosystem,2025-09-23 06:23:03
SCUSDT,sc,Siacoin,siacoin,389,153925893,168995648,6973992,-1.0209,Smart Contract Platform;Storage;DePIN;Paradigm Portfolio;Proof of Work (PoW);DragonFly Capital Portfolio;Made in USA,2025-09-23 06:24:39
SEIUSDT,sei,Sei,sei-network,85,1776226347,2898646804,152490386,-0.30395,Smart Contract Platform;Decentralized Finance (DeFi);Layer 1 (L1);Parallelized EVM;Coinbase Ventures Portfolio;Multicoin Capital Portfolio;GMCI Layer 1 Index;Delphi Ventures Portfolio;Circle Ventures Portfolio;OKX Ventures Portfolio;GMCI Index;Sei Network Ecosystem;World Liberty Financial Portfolio;Made in USA,2025-09-23 06:25:00
SFPUSDT,sfp,SafePal,safepal,312,222216600,222216600,4694963,-2.6409,BNB Chain Ecosystem;Wallets;Ethereum Ecosystem;Animoca Brands Portfolio;Binance Launchpad;Energi Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 06:26:31
SHELLUSDT,shell,MyShell,myshell,1022,33217031,123026042,16909233,-2.68936,Artificial Intelligence (AI);BNB Chain Ecosystem;Ethereum Ecosystem;DragonFly Capital Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;OKX Ventures Portfolio;Binance HODLer Airdrops;AI Agent Launchpad;Binance Alpha Spotlight;AI Framework;Binance Wallet IDO,2025-09-23 06:26:52
SHIBUSDT,shib,Shiba Inu,shiba-inu,31,7139661091,7142751311,268628451,-0.00328,Meme;Ethereum Ecosystem;Animoca Brands Portfolio;Dog-Themed;GMCI Meme Index;GMCI 30 Index;GMCI Index;Coinbase 50 Index,2025-09-23 06:28:44
SIGNUSDT,sign,Sign,sign-global,496,106314691,787516232,49767788,-5.26953,Analytics;BNB Chain Ecosystem;Ethereum Ecosystem;Zero Knowledge (ZK);Base Ecosystem,2025-09-23 06:30:15
SKLUSDT,skl,SKALE,skale,405,146702687,149542853,14866523,-1.22906,Smart Contract Platform;Gaming (GameFi);Layer 1 (L1);Ethereum Ecosystem;Modular Blockchain;Account Abstraction;Multicoin Capital Portfolio;Gaming Blockchains;Gaming Utility Token;Skale Ecosystem;Consensys Portfolio;Galaxy Digital Portfolio;Made in USA,2025-09-23 06:30:26
SKYUSDT,sky,Sky,sky,92,1547830225,1552582769,34827052,0.76022,Decentralized Finance (DeFi);Ethereum Ecosystem;Stablecoin Issuer;Hydration Ecosystem;Governance,2025-09-23 06:32:03
SLPUSDT,slp,Smooth Love Potion,smooth-love-potion,721,59757880,59757880,3785116,-0.61884,Entertainment;Gaming (GameFi);NFT;Axie Infinity Ecosystem;Play To Earn;Ethereum Ecosystem;Ronin Ecosystem;Gaming Utility Token,2025-09-23 06:33:44
SNXUSDT,snx,Synthetix Network,havven,315,221805799,222079376,24057559,3.61882,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Derivatives;Synthetic Issuer;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;DWF Labs Portfolio;Paradigm Portfolio;Coinbase Ventures Portfolio;Index Coop Defi Index;Energi Ecosystem;Huobi ECO Chain Ecosystem;GMCI DeFi Index;Synthetic;GMCI Index;Coinbase 50 Index;Governance,2025-09-23 06:33:55
SOLUSDT,sol,Solana,solana,6,118794518388,133453872841,10270633881,-2.39101,Coinbase 50 Index;Proof of Stake (PoS);Alleged SEC Securities;Alameda Research Portfolio;Delphi Ventures Portfolio;FTX Holdings;Layer 1 (L1);GMCI Layer 1 Index;Polychain Capital Portfolio;Andreessen Horowitz (a16z) Portfolio;Smart Contract Platform;Multicoin Capital Portfolio;Made in USA;GMCI Index;GMCI 30 Index;Solana Ecosystem,2025-09-23 06:35:53
SOLVUSDT,solv,Solv Protocol,solv-protocol,717,60571176,343179470,17654561,-0.93019,BNB Chain Ecosystem;Binance Megadrop;BTCfi Protocol,2025-09-23 06:37:24
SOMIUSDT,somi,Somnia,somnia,401,151267949,944244377,115505612,-1.03213,Layer 1 (L1);Gaming Blockchains;Binance Alpha Spotlight,2025-09-23 06:37:34
SOPHUSDT,soph,Sophon,sophon,741,57360775,286803876,11732451,-3.21943,Smart Contract Platform;BNB Chain Ecosystem;Polygon Ecosystem;Arbitrum Ecosystem;Layer 2 (L2);Base Ecosystem;Binance HODLer Airdrops;Binance Alpha Spotlight,2025-09-23 06:37:55
SPELLUSDT,spell,Spell,spell-token,620,76663157,88850908,5642782,0.97445,Decentralized Finance (DeFi);Yield Farming;Avalanche Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Olympus Pro Ecosystem;Ethereum Ecosystem;Stablecoin Issuer,2025-09-23 06:39:36
SPKUSDT,spk,Spark,spark-2,566,87604799,504685304,40354905,0.60536,Decentralized Finance (DeFi);Lending/Borrowing Protocols;Ethereum Ecosystem;Stablecoin Issuer;Governance,2025-09-23 06:39:47
SSVUSDT,ssv,SSV Network,ssv-network,756,55608218,109171384,16100642,-2.44522,Decentralized Finance (DeFi);Ethereum Ecosystem;Restaking;Coinbase Ventures Portfolio;OKX Ventures Portfolio;Liquid Staking,2025-09-23 06:39:58
STEEMUSDT,steem,Steem,steem,693,64423763,64429219,7155548,-1.15037,SocialFi,2025-09-23 06:41:29
STGUSDT,stg,Stargate Finance,stargate-finance,386,157330963,161952317,14240546,1.39388,Decentralized Finance (DeFi);Yield Farming;BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Mantle Ecosystem;Linea Ecosystem;Bridge Governance Tokens;Base Ecosystem;FTX Holdings;Scroll Ecosystem;Berachain Ecosystem;Kava Ecosystem,2025-09-23 06:41:40
STORJUSDT,storj,Storj,storj,1018,33594309,99296442,9616308,-0.29684,Storage;Harmony Ecosystem;Ethereum Ecosystem;DePIN;Energi Ecosystem,2025-09-23 06:41:51
STOUSDT,sto,StakeStone,stakestone,1362,19168367,85066718,9238607,-5.55113,Decentralized Finance (DeFi);BNB Chain Ecosystem;Ethereum Ecosystem;Binance Wallet IDO,2025-09-23 06:43:22
STRAXUSDT,strax,Stratis,stratis,600,79888662,82868492,1381887,-1.15158,Smart Contract Platform;Proof of Stake (PoS),2025-09-23 06:43:33
STRKUSDT,strk,Starknet,starknet,191,484702198,1188831833,36540507,-0.90687,Infrastructure;Smart Contract Platform;Ethereum Ecosystem;Layer 2 (L2);Zero Knowledge (ZK);Starknet Ecosystem;Paradigm Portfolio;Coinbase Ventures Portfolio;Rollup;Multicoin Capital Portfolio;Alameda Research Portfolio;Pantera Capital Portfolio;GMCI Layer 2 Index;Consensys Portfolio;Sequoia Capital Portfolio;GMCI Index;Polychain Capital Portfolio,2025-09-23 06:43:44
STXUSDT,stx,Stacks,blockstack,115,1091642248,1091642248,28229778,-0.54333,Infrastructure;Smart Contract Platform;Layer 2 (L2);Bitcoin Sidechains;Stacks Ecosystem;SideChain;GMCI Layer 2 Index;GMCI 30 Index;Blockchain Capital Portfolio;GMCI Index;Made in USA;Coinbase 50 Index,2025-09-23 06:45:25
SUIUSDT,sui,Sui,sui,20,12114176217,33944356094,1318931842,0.43729,Smart Contract Platform;Binance Launchpool;Layer 1 (L1);Sui Ecosystem;Coinbase Ventures Portfolio;Proof of Stake (PoS);Andreessen Horowitz (a16z) Portfolio;YZi Labs (Prev. Binance Labs) Portfolio;GMCI Layer 1 Index;Circle Ventures Portfolio;GMCI Index;Made in USA,2025-09-23 06:45:36
SUNUSDT,sun,Sun Token,sun-token,166,620396978,644142241,739340088,4.40517,Decentralized Finance (DeFi);Tron Ecosystem,2025-09-23 06:45:47
SUPERUSDT,super,SuperVerse,superfarm,245,338029683,537908752,9363760,0.04449,Gaming (GameFi);NFT;Avalanche Ecosystem;Collectibles;Polygon Ecosystem;Ethereum Ecosystem;Animoca Brands Portfolio;Base Ecosystem;Gaming Blockchains;Soneium Ecosystem;Made in USA,2025-09-23 06:47:33
SUSDT,s,Agent S,agent-s,5830,312597,312597,3133.31,5.8201,Meme;Sui Ecosystem;AI Meme;AI Agents,2025-09-23 06:49:04
SUSHIUSDT,sushi,Sushi,sushi,427,131547980,195239071,30539754,-0.25945,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Yearn Ecosystem;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Fantom Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Celo Ecosystem;Ethereum Ecosystem;Base Ecosystem;Alameda Research Portfolio;Pantera Capital Portfolio;Energi Ecosystem;Sora Ecosystem;Blockchain Capital Portfolio;Governance,2025-09-23 06:49:15
SXPUSDT,sxp,Solar,swipe,498,105846095,106074343,5350502,-0.60872,BNB Chain Ecosystem;Harmony Ecosystem;Ethereum Ecosystem;Alameda Research Portfolio;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 06:50:46
SXTUSDT,sxt,Space and Time,space-and-time,,0.0,357814559,13797010,0.50304,Smart Contract Platform;Ethereum Ecosystem;Zero Knowledge (ZK),2025-09-23 06:50:57
SYNUSDT,syn,Synapse,synapse-2,1199,24560199,28028242,3838783,-4.05437,BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Fantom Ecosystem;Arbitrum Ecosystem;Olympus Pro Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Bridge Governance Tokens;Base Ecosystem;Alameda Research Portfolio;Intent,2025-09-23 06:51:28
SYRUPUSDT,syrup,Maple Finance,syrup,202,452038674,485476834,30505603,1.14571,Decentralized Finance (DeFi);Yield Farming;Lending/Borrowing Protocols;Ethereum Ecosystem;Real World Assets (RWA);Base Ecosystem;Binance Alpha Spotlight,2025-09-23 06:52:59
SYSUSDT,sys,Syscoin,syscoin,1083,30359257,30359654,2267172,-1.98274,Smart Contract Platform;Masternodes;Layer 1 (L1);Decentralized Identifier (DID);Layer 2 (L2);Zero Knowledge (ZK);Rollux Ecosystem;DWF Labs Portfolio;Data Availability;Modular Blockchain;Rollup;Proof of Work (PoW),2025-09-23 06:53:10
TAOUSDT,tao,Bittensor,bittensor,51,3059502784,6694411952,105304476,1.95497,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);DePIN;Bittensor Ecosystem;Polychain Capital Portfolio,2025-09-23 06:53:42
TFUELUSDT,tfuel,Theta Fuel,theta-fuel,313,222201247,222201247,2395975,-2.53738,Artificial Intelligence (AI);Smart Contract Platform;DePIN;Proof of Stake (PoS);Made in USA,2025-09-23 06:55:13
THETAUSDT,theta,Theta Network,theta-token,140,748334027,748334027,17359937,-0.29022,Artificial Intelligence (AI);Smart Contract Platform;Layer 1 (L1);DePIN;Theta Ecosystem;Blockchain Capital Portfolio;Made in USA,2025-09-23 06:55:24
THEUSDT,the,Thena,thena,787,51830268,118613421,86861561,-10.0582,Decentralized Exchange (DEX);Decentralized Finance (DeFi);BNB Chain Ecosystem;opBNB Ecosystem;Binance HODLer Airdrops,2025-09-23 06:55:50
TIAUSDT,tia,Celestia,celestia,110,1181997798,1713279999,96034381,-1.47693,Smart Contract Platform;Cosmos Ecosystem;Layer 1 (L1);Data Availability;Modular Blockchain;Osmosis Ecosystem;eGirl Capital Portfolio;Coinbase Ventures Portfolio;Proof of Stake (PoS);Secret Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Delphi Ventures Portfolio;Galaxy Digital Portfolio;Blockchain Capital Portfolio;OKX Ventures Portfolio;Polychain Capital Portfolio,2025-09-23 06:57:31
TKOUSDT,tko,Tokocrypto,tokocrypto,1537,14344639,95630929,3173808,3.98677,BNB Chain Ecosystem;Binance Launchpad;YZi Labs (Prev. Binance Labs) Portfolio,2025-09-23 06:57:42
TLMUSDT,tlm,Alien Worlds,alien-worlds,1166,25885876,28937355,5256428,-0.53445,Gaming (GameFi);NFT;BNB Chain Ecosystem;Binance Launchpool;Play To Earn;Ethereum Ecosystem;Animoca Brands Portfolio;Card Games;Gaming Governance Token;YZi Labs (Prev. Binance Labs) Portfolio;Wax Ecosystem;MMO,2025-09-23 06:57:53
TNSRUSDT,tnsr,Tensor,tensor,1010,34161182,102093375,5747756,-3.36395,NFT;Solana Ecosystem;NFT Marketplace,2025-09-23 06:59:34
TONUSDT,ton,Toncoin,the-open-network,31,7163922319,14472551564,191853006,-0.16303,Smart Contract Platform;BNB Chain Ecosystem;Layer 1 (L1);Ethereum Ecosystem;Animoca Brands Portfolio;Alleged SEC Securities;DWF Labs Portfolio;TON Ecosystem;Proof of Stake (PoS);Pantera Capital Portfolio;GMCI Layer 1 Index;GMCI 30 Index;GMCI Index,2025-09-23 07:00:06
TOWNSUSDT,towns,Towns,towns,841,46643916,223965797,14225533,-4.57842,Communication;Smart Contract Platform;SocialFi;BNB Chain Ecosystem;Layer 2 (L2);Base Ecosystem;Binance Alpha Spotlight,2025-09-23 07:00:17
TRBUSDT,trb,Tellor Tributes,tellor,565,88155882,90332738,24296122,0.28221,Business Services;Decentralized Finance (DeFi);Oracle;Polygon Ecosystem;Gnosis Chain Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Manta Network Ecosystem;YZi Labs (Prev. Binance Labs) Portfolio;Lisk Ecosystem;Made in USA,2025-09-23 07:01:48
TREEUSDT,tree,Treehouse,treehouse,859,44901104,287601841,21410491,-3.68103,Decentralized Finance (DeFi);Analytics;BNB Chain Ecosystem;Ethereum Ecosystem;Liquid Staking Governance Tokens;YZi Labs (Prev. Binance Labs) Portfolio;Binance HODLer Airdrops;Binance Wallet IDO,2025-09-23 07:02:14
TRUMPUSDT,trump,Official Trump,official-trump,93,1537761218,7688807125,308076446,-0.69333,Solana Ecosystem;Meme;Solana Meme;PolitiFi;Made in USA;Trump-Affiliated,2025-09-23 07:03:56
TRUUSDT,tru,TrueFi,truefi,925,39062230,39498591,8134619,0.70908,Decentralized Finance (DeFi);Yield Farming;Lending/Borrowing Protocols;Ethereum Ecosystem;Real World Assets (RWA);Alameda Research Portfolio;Andreessen Horowitz (a16z) Portfolio;RWA Protocol,2025-09-23 07:05:37
TRXUSDT,trx,TRON,tron,10,32226399322,32226698623,830045631,1.31665,Smart Contract Platform;Layer 1 (L1);Alleged SEC Securities;FTX Holdings;DWF Labs Portfolio;Tron Ecosystem;Proof of Stake (PoS);GMCI Layer 1 Index;GMCI 30 Index;GMCI Index;World Liberty Financial Portfolio;Made in China,2025-09-23 07:05:58
TSTUSDT,tst,Test,test-3,999,34866681,34866681,12242944,2.77605,BNB Chain Ecosystem;Meme;Binance Alpha Spotlight;Four.meme Ecosystem,2025-09-23 07:06:24
TURBOUSDT,turbo,Turbo,turbo,292,245554512,245554512,31845685,-0.42771,Meme;Ethereum Ecosystem;Frog-Themed;AI Meme,2025-09-23 07:08:21
TUSDT,t,Threshold Network,threshold-network-token,383,157922753,173864244,5977873,0.57935,Decentralized Finance (DeFi);Solana Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Base Ecosystem;Cross-chain Communication;BTCfi Protocol,2025-09-23 07:10:03
TUSDUSDT,tusd,TrueUSD,true-usd,189,494361552,494361552,17039406,0.10009,Stablecoins;USD Stablecoin;BNB Chain Ecosystem;Avalanche Ecosystem;Ethereum Ecosystem;Tron Ecosystem;Andreessen Horowitz (a16z) Portfolio;Fiat-backed Stablecoin,2025-09-23 07:10:28
TUTUSDT,tut,Tutorial,tutorial,657,69223366,69223366,123018334,0.08142,BNB Chain Ecosystem;Meme;AI Meme;AI Agents;Four.meme Ecosystem,2025-09-23 07:12:09
TWTUSDT,twt,Trust Wallet,trust-wallet-token,190,488674147,1172865150,98270038,-0.21066,BNB Chain Ecosystem;Wallets;Account Abstraction;Energi Ecosystem,2025-09-23 07:12:20
UMAUSDT,uma,UMA,uma,492,108447434,151809598,11235318,0.68131,Business Services;Decentralized Finance (DeFi);Oracle;Derivatives;Synthetic Issuer;Avalanche Ecosystem;Ethereum Ecosystem;Blockchain Capital Portfolio;Synthetic;Made in USA;Governance,2025-09-23 07:12:31
UNIUSDT,uni,Uniswap,uniswap,40,4915192596,8185397409,318665444,-0.78981,Decentralized Exchange (DEX);Exchange-based Tokens;Decentralized Finance (DeFi);Yield Farming;Automated Market Maker (AMM);BNB Chain Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Gnosis Chain Ecosystem;Harmony Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Optimism Ecosystem;Paradigm Portfolio;Coinbase Ventures Portfolio;Index Coop Defi Index;Andreessen Horowitz (a16z) Portfolio;Energi Ecosystem;Sora Ecosystem;Huobi ECO Chain Ecosystem;GMCI DeFi Index;GMCI 30 Index;Blockchain Capital Portfolio;GMCI Index;Polychain Capital Portfolio;Made in USA;Unichain Ecosystem;Coinbase 50 Index;Governance,2025-09-23 07:14:28
USD1USDT,usd1,USD1,usd1-wlfi,59,2689701017,2689701017,664957152,0.05356,Stablecoins;USD Stablecoin;Solana Ecosystem;Ethereum Ecosystem;Tron Ecosystem;World Liberty Financial Portfolio;Trump-Affiliated,2025-09-23 07:15:49
USDCUSDT,usdc,USDC,usd-coin,7,74123767307,74147412575,11174605238,-0.00018,Stablecoins;USD Stablecoin;Solana Ecosystem;Avalanche Ecosystem;Polygon Ecosystem;Near Protocol Ecosystem;Arbitrum Ecosystem;Celo Ecosystem;Moonriver Ecosystem;Ethereum Ecosystem;XDC Ecosystem;Algorand Ecosystem;Optimism Ecosystem;Aptos Ecosystem;ZkSync Ecosystem;Sui Ecosystem;Base Ecosystem;Tron Ecosystem;Hedera Ecosystem;Stellar Ecosystem;XRP Ledger Ecosystem;Sonic Ecosystem;Fiat-backed Stablecoin;Sei Network Ecosystem;World Chain Ecosystem;World Liberty Financial Portfolio;Made in USA;Unichain Ecosystem;HyperEVM Ecosystem,2025-09-23 07:32:07
USDEUSDT,usde,Ethena USDe,ethena-usde,17,14181477008,14181477008,888206519,0.11137,Stablecoins;USD Stablecoin;BNB Chain Ecosystem;Solana Ecosystem;Avalanche Ecosystem;Arbitrum Ecosystem;Ethereum Ecosystem;Metis Ecosystem;Optimism Ecosystem;Aptos Ecosystem;ZkSync Ecosystem;Mantle Ecosystem;Linea Ecosystem;Base Ecosystem;TON Ecosystem;Manta Network Ecosystem;Scroll Ecosystem;Berachain Ecosystem;Kava Ecosystem;Blast Ecosystem;Mode Ecosystem;Fraxtal Ecosystem;X Layer Ecosystem;Hyperliquid Ecosystem;Fiat-backed Stablecoin;Zircuit Ecosystem;Morph L2 Ecosystem;Swellchain Ecosystem;HyperEVM Ecosystem;Synthetic Dollar,2025-09-23 07:34:04
USDPUSDT,usdp,Pax Dollar,paxos-standard,698,63245018,63245018,10364882,-0.00793,Stablecoins;USD Stablecoin;Solana Ecosystem;Ethereum Ecosystem;Multicoin Capital Portfolio;Fiat-backed Stablecoin,2025-09-23 07:34:25
